#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000979335.1	PRJNA224116	SAMN02708960	JJOR00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/335/GCF_000979335.1_gtlEnvA5udCFS		
GCF_000979345.1	PRJNA224116	SAMN02708981	JJOS00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/345/GCF_000979345.1_gtlEnvA5udCFS		
GCF_000979375.1	PRJNA224116	SAMN02708943	JJOT00000000.1	na	2209	2209	Methanosarcina mazei	strain=2.F.T.0.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/375/GCF_000979375.1_gtlEnvA5udCFS		
GCF_000979495.1	PRJNA224116	SAMN02708982	JJPA00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/495/GCF_000979495.1_gtlEnvA5udCFS		
GCF_000979505.1	PRJNA224116	SAMN02708983	JJPC00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.1B.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/505/GCF_000979505.1_gtlEnvA5udCFS		
GCF_000979515.1	PRJNA224116	SAMN02708975	JJPD00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.12		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/515/GCF_000979515.1_gtlEnvA5udCFS		
GCF_000979555.1	PRJNA224116	SAMN02708976	JJPE00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/555/GCF_000979555.1_gtlEnvA5udCFS		
GCF_000979575.1	PRJNA224116	SAMN02708946	JJPG00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/575/GCF_000979575.1_gtlEnvA5udCFS		
GCF_000979585.1	PRJNA224116	SAMN02708947	JJPH00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.A.2.7		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/585/GCF_000979585.1_gtlEnvA5udCFS		
GCF_000979595.1	PRJNA224116	SAMN02708948	JJPJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/595/GCF_000979595.1_gtlEnvA5udCFS		
GCF_000979635.1	PRJNA224116	SAMN02708949	JJPK00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.1A.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/635/GCF_000979635.1_gtlEnvA5udCFS		
GCF_000979655.1	PRJNA224116	SAMN02708984	JJPM00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/655/GCF_000979655.1_gtlEnvA5udCFS		
GCF_000979665.1	PRJNA224116	SAMN02708986	JJPL00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.F.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/665/GCF_000979665.1_gtlEnvA5udCFS		
GCF_000979675.1	PRJNA224116	SAMN02708962	JJPN00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/675/GCF_000979675.1_gtlEnvA5udCFS		
GCF_000979685.1	PRJNA224116	SAMN02708963	JJPP00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/685/GCF_000979685.1_gtlEnvA5udCFS		
GCF_000979735.1	PRJNA224116	SAMN02708950	JJPQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/735/GCF_000979735.1_gtlEnvA5udCFS		
GCF_000979745.1	PRJNA224116	SAMN02708977	JJPS00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/745/GCF_000979745.1_gtlEnvA5udCFS		
GCF_000979755.1	PRJNA224116	SAMN02708952	JJPT00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/755/GCF_000979755.1_gtlEnvA5udCFS		
GCF_000979765.1	PRJNA224116	SAMN02708953	JJPV00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.M.1B.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/765/GCF_000979765.1_gtlEnvA5udCFS		
GCF_000979815.1	PRJNA224116	SAMN02708955	JJPY00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/815/GCF_000979815.1_gtlEnvA5udCFS		
GCF_000979825.1	PRJNA224116	SAMN02708965	JJPZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=3.H.T.1A.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/825/GCF_000979825.1_gtlEnvA5udCFS		
GCF_000979845.1	PRJNA224116	SAMN02708933	JJQB00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/845/GCF_000979845.1_gtlEnvA5udCFS		
GCF_000979855.1	PRJNA224116	SAMN02708966	JJQC00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.F.A.1B.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/855/GCF_000979855.1_gtlEnvA5udCFS		
GCF_000979895.1	PRJNA224116	SAMN02708934	JJQF00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/895/GCF_000979895.1_gtlEnvA5udCFS		
GCF_000979915.1	PRJNA224116	SAMN02708957	JJQG00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/915/GCF_000979915.1_gtlEnvA5udCFS		
GCF_000979925.1	PRJNA224116	SAMN02708969	JJQJ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.1A.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/925/GCF_000979925.1_gtlEnvA5udCFS		
GCF_000979935.1	PRJNA224116	SAMN02708978	JJQK00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/935/GCF_000979935.1_gtlEnvA5udCFS		
GCF_000979995.1	PRJNA224116	SAMN02708979	JJQN00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/995/GCF_000979995.1_gtlEnvA5udCFS		
GCF_000980005.1	PRJNA224116	SAMN02708958	JJQP00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.A.2.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/005/GCF_000980005.1_gtlEnvA5udCFS		
GCF_000980025.1	PRJNA224116	SAMN02708970	JJQQ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.0.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/025/GCF_000980025.1_gtlEnvA5udCFS		
GCF_000980055.1	PRJNA224116	SAMN02708959	JJQR00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/055/GCF_000980055.1_gtlEnvA5udCFS		
GCF_000980075.1	PRJNA224116	SAMN02708940	JJQW00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/075/GCF_000980075.1_gtlEnvA5udCFS		
GCF_000980085.1	PRJNA224116	SAMN02708971	JJQT00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/085/GCF_000980085.1_gtlEnvA5udCFS		
GCF_000980105.1	PRJNA224116	SAMN02708972	JJQX00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.M.2.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/105/GCF_000980105.1_gtlEnvA5udCFS		
GCF_000980135.1	PRJNA224116	SAMN02708973	JJQZ00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/135/GCF_000980135.1_gtlEnvA5udCFS		
GCF_000980155.1	PRJNA224116	SAMN02708941	JJRA00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/155/GCF_000980155.1_gtlEnvA5udCFS		
GCF_000980175.1	PRJNA224116	SAMN02708942	JJRB00000000.1	na	2209	2209	Methanosarcina mazei	strain=1.H.T.2.5		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000980175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/175/GCF_000980175.1_gtlEnvA5udCFS		
GCF_000969885.1	PRJNA224116	SAMN03074597		representative genome	523844	2210	Methanosarcina thermophila TM-1	strain=TM-1		latest	Complete Genome	Major	Full	2015/04/07	ASM96988v1	University of Illinois at Urbana-Champaign	GCA_000969885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/885/GCF_000969885.1_ASM96988v1		assembly from type material
GCF_000007345.1	PRJNA224116	SAMN03081414		representative genome	188937	2214	Methanosarcina acetivorans C2A	strain=C2A		latest	Complete Genome	Major	Full	2002/04/03	ASM734v1	Broad Institute	GCA_000007345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/345/GCF_000007345.1_ASM734v1		assembly from type material
GCF_000969905.1	PRJNA224116	SAMN03074598		representative genome	1434123	2215	Methanosarcina vacuolata Z-761	strain=Z-761		latest	Complete Genome	Major	Full	2015/04/07	ASM96990v1	University of Illinois at Urbana-Champaign	GCA_000969905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/905/GCF_000969905.1_ASM96990v1		assembly from type material
GCF_000504205.1	PRJNA224116	SAMN02597164	AZAJ00000000.1	representative genome	1090322	2221	Methanolobus tindarius DSM 2278	strain=DSM 2278		latest	Contig	Major	Full	2013/12/05	ASM50420v1	JGI	GCA_000504205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/205/GCF_000504205.1_ASM50420v1		assembly from type material
GCF_000204415.1	PRJNA224116	SAMN02604263		representative genome	990316	2223	Methanosaeta concilii GP6	strain=GP6		latest	Complete Genome	Major	Full	2011/04/15	ASM20441v1	University of Wisconsin-Parkside	GCA_000204415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/415/GCF_000204415.1_ASM20441v1		assembly from type material
GCF_000765475.1	PRJNA224116	SAMN03067868	JRHO00000000.1	representative genome	2226	2226	Methanococcoides methylutens	strain=DSM 2657		latest	Contig	Major	Full	2014/10/10	Mmet_Version1	King Abdullah University of Science and Technology (KAUST)	GCA_000765475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/475/GCF_000765475.1_Mmet_Version1		assembly from type material
GCF_000970325.1	PRJNA224116	SAMN03074571		representative genome	1434104	2226	Methanococcoides methylutens MM1	strain=MM1		latest	Complete Genome	Major	Full	2015/04/07	ASM97032v1	University of Illinois at Urbana-Champaign	GCA_000970325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/325/GCF_000970325.1_ASM97032v1		
GCF_000008665.1	PRJNA224116	SAMN02603985		representative genome	224325	2234	Archaeoglobus fulgidus DSM 4304	strain=DSM 4304		latest	Complete Genome	Major	Full	1999/12/22	ASM866v1	TIGR	GCA_000008665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/665/GCF_000008665.1_ASM866v1		assembly from type material
GCF_000734035.1	PRJNA224116	SAMN03081472		na	1344584	2234	Archaeoglobus fulgidus DSM 8774	strain=DSM 8774		latest	Complete Genome	Major	Full	2014/07/28	ASM73403v1	University Bergen	GCA_000734035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/035/GCF_000734035.1_ASM73403v1		
GCF_000011085.1	PRJNA224116	SAMN02603385		na	272569	2238	Haloarcula marismortui ATCC 43049	strain=ATCC 43049		latest	Complete Genome	Major	Full	2004/11/02	ASM1108v1	Institute for Systems Biology	GCA_000011085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/085/GCF_000011085.1_ASM1108v1		assembly from type material
GCF_000006805.1	PRJNA224116	SAMN02604216		na	64091	2242	Halobacterium salinarum NRC-1	strain=NRC-1; ATCC 700922		latest	Complete Genome	Major	Full	2001/01/09	ASM680v1	University of Massachusetts-Amherst, University of Washington	GCA_000006805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/805/GCF_000006805.1_ASM680v1		assembly from proxytype material
GCF_000069025.1	PRJNA224116	SAMEA3138275		representative genome	478009	2242	Halobacterium salinarum R1	strain=DSM 671 = R1		latest	Complete Genome	Major	Full	2008/02/12	ASM6902v1	Max Planck Institute	GCA_000069025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/025/GCF_000069025.1_ASM6902v1		assembly from proxytype material
GCF_000025685.1	PRJNA224116	SAMN02604027		representative genome	309800	2246	Haloferax volcanii DS2	strain=DS2		latest	Complete Genome	Major	Full	2010/03/23	ASM2568v1	TIGR	GCA_000025685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/685/GCF_000025685.1_ASM2568v1		assembly from type material
GCF_000337315.1	PRJNA224116	SAMN02471619	AOHU00000000.1	na	309800	2246	Haloferax volcanii DS2	strain=DS2		latest	Contig	Major	Full	2013/02/04	ASM33731v1	University of California, Davis	GCA_000337315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/315/GCF_000337315.1_ASM33731v1		assembly from type material
GCF_000022205.1	PRJNA224116	SAMN02598407		representative genome	416348	2247	Halorubrum lacusprofundi ATCC 49239	strain=ATCC 49239		latest	Complete Genome	Major	Full	2009/02/04	ASM2220v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000022205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/205/GCF_000022205.1_ASM2220v1		assembly from type material
GCF_000337915.1	PRJNA224116	SAMN02471663	AOJE00000000.1	na	1227484	2248	Halorubrum saccharovorum DSM 1137	strain=DSM 1137		latest	Contig	Major	Full	2013/02/04	ASM33791v1	University of California, Davis	GCA_000337915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/915/GCF_000337915.1_ASM33791v1		assembly from type material
GCF_000700025.1	PRJNA224116	SAMN02803665	JNFH00000000.2	na	2248	2248	Halorubrum saccharovorum	strain=H3		latest	Contig	Major	Full	2015/04/21	ASM70002v2	THE INSTITUTE OF CYTOLOGY AND GENETICS	GCA_000700025.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/025/GCF_000700025.1_ASM70002v2		
GCF_000336695.1	PRJNA224116	SAMN02471675	AOMC00000000.1	representative genome	931277	2250	Halococcus morrhuae DSM 1307	strain=DSM 1307		latest	Contig	Major	Full	2013/02/04	ASM33669v1	University of California, Davis	GCA_000336695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/695/GCF_000336695.1_ASM33669v1		assembly from type material
GCF_000306765.2	PRJNA224116	SAMN02603397		representative genome	523841	2252	Haloferax mediterranei ATCC 33500	strain=CGMCC 1.2087		latest	Complete Genome	Major	Full	2014/05/27	ASM30676v2	Institute of Microbiology, Chinese Academy of Sciences	GCA_000306765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/765/GCF_000306765.2_ASM30676v2		assembly from type material
GCF_000337295.1	PRJNA224116	SAMN02471643	AOLO00000000.1	na	523841	2252	Haloferax mediterranei ATCC 33500	strain=ATCC 33500		latest	Contig	Major	Full	2013/02/04	ASM33729v1	University of California, Davis	GCA_000337295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/295/GCF_000337295.1_ASM33729v1		assembly from type material
GCF_000685635.1	PRJNA224116	SAMN02724739		na	523841	2252	Haloferax mediterranei ATCC 33500	strain=ATCC 33500		latest	Chromosome	Major	Full	2014/05/08	ASM68563v1	University of Alicante	GCA_000685635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/635/GCF_000685635.1_ASM68563v1		assembly from type material
GCF_000336795.1	PRJNA224116	SAMN02471684	AOLH00000000.1	na	1230452	2254	Haloferax lucentense DSM 14919	strain=DSM 14919		latest	Contig	Major	Full	2013/02/04	ASM33679v1	University of California, Davis	GCA_000336795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/795/GCF_000336795.1_ASM33679v1		assembly from type material
GCF_000026045.1	PRJNA224116	SAMEA3138222		representative genome	348780	2257	Natronomonas pharaonis DSM 2160	strain=Gabara		latest	Complete Genome	Major	Full	2005/09/28	ASM2604v1	Max Planck Institute	GCA_000026045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/045/GCF_000026045.1_ASM2604v1		assembly from type material
GCF_000007305.1	PRJNA224116	SAMN02604284		representative genome	186497	2261	Pyrococcus furiosus DSM 3638	strain=DSM 3638		latest	Complete Genome	Major	Full	2002/02/27	ASM730v1	Utah Genome Center	GCA_000007305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/305/GCF_000007305.1_ASM730v1		assembly from type material
GCF_000275605.1	PRJNA224116	SAMN02603219		na	1185654	2261	Pyrococcus furiosus COM1	strain=COM1		latest	Complete Genome	Major	Full	2012/06/29	ASM27560v1	ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies	GCA_000275605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/605/GCF_000275605.1_ASM27560v1		
GCF_000246985.2	PRJNA224116	SAMN02603679		representative genome	523849	2265	Thermococcus litoralis DSM 5473	strain=DSM 5473		latest	Complete Genome	Major	Full	2013/08/13	ASM24698v3	New England Biolabs, Inc.	GCA_000246985.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/985/GCF_000246985.2_ASM24698v3		assembly from type material
GCF_000015225.1	PRJNA224116	SAMN02598366		representative genome	368408	2269	Thermofilum pendens Hrk 5	strain=Hrk 5		latest	Complete Genome	Major	Full	2006/12/18	ASM1522v1	DOE Joint Genome Institute	GCA_000015225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/225/GCF_000015225.1_ASM1522v1		
GCF_000253055.1	PRJNA224116	SAMEA2272453		representative genome	768679	2271	Thermoproteus tenax Kra 1	strain=Kra 1		latest	Complete Genome	Major	Full	2011/10/06	ASM25305v1	University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry	GCA_000253055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/055/GCF_000253055.1_ASM25305v1		assembly from type material
GCF_001006085.1	PRJNA224116	SAMN03649618	AUQX00000000.1	na	675631	2274	Desulfurococcus mobilis DSM 2161	strain=DSM 2161		latest	Scaffold	Major	Full	2015/05/11	ASM100608v1	DOE Joint Genome Institute	GCA_001006085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/085/GCF_001006085.1_ASM100608v1		assembly from type material
