asm_name,assembly_accession,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
ASM1652v1,GCF_000016525.1,archaea,GCF_000016525.1_ASM1652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/525/GCF_000016525.1_ASM1652v1,Methanobrevibacter smithii ATCC 35061,420247,11
ASM73906v1,GCF_000739065.1,archaea,GCF_000739065.1_ASM73906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/065/GCF_000739065.1_ASM73906v1,Methanocaldococcus bathoardescens,1301915,11
ASM19462v1,GCF_000194625.1,archaea,GCF_000194625.1_ASM19462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/625/GCF_000194625.1_ASM19462v1,Archaeoglobus veneficus SNP6,693661,11
ASM99380v1,GCF_000993805.1,archaea,GCF_000993805.1_ASM99380v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/805/GCF_000993805.1_ASM99380v1,Thermofilum uzonense,1550241,11
ASM130565v1,GCF_001305655.1,archaea,GCF_001305655.1_ASM130565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/655/GCF_001305655.1_ASM130565v1,Halanaeroarchaeum sulfurireducens,1604004,11
ASM21321v1,GCF_000213215.1,archaea,GCF_000213215.1_ASM21321v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/215/GCF_000213215.1_ASM21321v1,Acidianus hospitalis W1,933801,11
ASM20492v1,GCF_000204925.1,archaea,GCF_000204925.1_ASM20492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/925/GCF_000204925.1_ASM20492v1,Metallosphaera cuprina Ar-4,1006006,11
ASM6344v1,GCF_000063445.1,archaea,GCF_000063445.1_ASM6344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/445/GCF_000063445.1_ASM6344v1,Methanocella arvoryzae MRE50,351160,11
ASM58549v1,GCF_000585495.1,archaea,GCF_000585495.1_ASM58549v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/495/GCF_000585495.1_ASM58549v1,Thermococcus nautili,195522,11
ASM59105v1,GCF_000591055.1,archaea,GCF_000591055.1_ASM59105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1,Natronomonas moolapensis 8.8.11,268739,11
ASM15110v2,GCF_000151105.2,archaea,GCF_000151105.2_ASM15110v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/105/GCF_000151105.2_ASM15110v2,Thermococcus barophilus MP,391623,11
ASM1110v1,GCF_000011105.1,archaea,GCF_000011105.1_ASM1110v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/105/GCF_000011105.1_ASM1110v1,Pyrococcus horikoshii OT3,70601,11
ASM17957v2,GCF_000179575.2,archaea,GCF_000179575.2_ASM17957v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/575/GCF_000179575.2_ASM17957v2,Methanothermococcus okinawensis IH1,647113,11
ASM19593v1,GCF_000195935.2,archaea,GCF_000195935.2_ASM19593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/935/GCF_000195935.2_ASM19593v1,Pyrococcus abyssi GE5,272844,11
ASM40416v1,GCF_000404165.1,archaea,GCF_000404165.1_ASM40416v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/165/GCF_000404165.1_ASM40416v1,Methanobrevibacter sp. AbM4,224719,11
ASM1794v1,GCF_000017945.1,archaea,GCF_000017945.1_ASM1794v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/945/GCF_000017945.1_ASM1794v1,Ignicoccus hospitalis KIN4/I,453591,11
ASM147765v1,GCF_001477655.1,archaea,GCF_001477655.1_ASM147765v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/655/GCF_001477655.1_ASM147765v1,Methanobrevibacter millerae,230361,11
ASM21799v1,GCF_000217995.1,archaea,GCF_000217995.1_ASM21799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/995/GCF_000217995.1_ASM21799v1,Methanosalsum zhilinae DSM 4017,679901,11
ASM19031v1,GCF_000190315.1,archaea,GCF_000190315.1_ASM19031v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/315/GCF_000190315.1_ASM19031v1,Vulcanisaeta moutnovskia 768-28,985053,11
ASM95590v3,GCF_000955905.1,archaea,GCF_000955905.1_ASM95590v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/905/GCF_000955905.1_ASM95590v3,Candidatus Nitrosotenuis cloacae,1603555,11
ASM1372v1,GCF_000013725.1,archaea,GCF_000013725.1_ASM1372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1,Methanococcoides burtonii DSM 6242,259564,11
ASM23556v1,GCF_000235565.1,archaea,GCF_000235565.1_ASM23556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/565/GCF_000235565.1_ASM23556v1,Methanosaeta harundinacea 6Ac,1110509,11
ASM97004v1,GCF_000970045.1,archaea,GCF_000970045.1_ASM97004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/045/GCF_000970045.1_ASM97004v1,Methanosarcina sp. MTP4,1434100,11
ASM100604v1,GCF_001006045.1,archaea,GCF_001006045.1_ASM100604v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/045/GCF_001006045.1_ASM100604v1,Geoglobus ahangari,113653,11
ASM14787v1,GCF_000147875.1,archaea,GCF_000147875.1_ASM14787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1,Methanolacinia petrolearia DSM 11571,679926,11
ASM96996v1,GCF_000969965.1,archaea,GCF_000969965.1_ASM96996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/965/GCF_000969965.1_ASM96996v1,Methanosarcina sp. WWM596,1434103,11
ASM97032v1,GCF_000970325.1,archaea,GCF_000970325.1_ASM97032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/325/GCF_000970325.1_ASM97032v1,Methanococcoides methylutens MM1,1434104,11
ASM97030v1,GCF_000970305.1,archaea,GCF_000970305.1_ASM97030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/305/GCF_000970305.1_ASM97030v1,Methanosarcina barkeri 3,1434107,11
ASM22064v1,GCF_000220645.1,archaea,GCF_000220645.1_ASM22064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/645/GCF_000220645.1_ASM22064v1,Methanococcus maripaludis X1,1053692,11
ASM97028v1,GCF_000970285.1,archaea,GCF_000970285.1_ASM97028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/285/GCF_000970285.1_ASM97028v1,Methanosarcina horonobensis HB-1 = JCM 15518,1434110,11
ASM97026v1,GCF_000970265.1,archaea,GCF_000970265.1_ASM97026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/265/GCF_000970265.1_ASM97026v1,Methanosarcina lacustris Z-7289,1434111,11
ASM28401v1,GCF_000284015.1,bacteria,GCF_000284015.1_ASM28401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/015/GCF_000284015.1_ASM28401v1,Blastococcus saxobsidens DD2,1146883,11
ASM148396v1,GCF_001483965.1,bacteria,GCF_001483965.1_ASM148396v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/965/GCF_001483965.1_ASM148396v1,Carnobacterium sp. CP1,1564681,11
ASM82847v1,GCF_000828475.1,bacteria,GCF_000828475.1_ASM82847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/475/GCF_000828475.1_ASM82847v1,Methyloceanibacter caenitepidi,1384459,11
ASM154801v1,GCF_001548015.1,bacteria,GCF_001548015.1_ASM154801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/015/GCF_001548015.1_ASM154801v1,Methylobacterium aquaticum,270351,11
ASM30593v1,GCF_000305935.1,bacteria,GCF_000305935.1_ASM30593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/935/GCF_000305935.1_ASM30593v1,Thermacetogenium phaeum DSM 12270,1089553,11
ASM59786v1,GCF_000597865.1,bacteria,GCF_000597865.1_ASM59786v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/865/GCF_000597865.1_ASM59786v1,Peptoclostridium acidaminophilum DSM 3953,1286171,11
ASM47888v1,GCF_000478885.1,bacteria,GCF_000478885.1_ASM47888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/885/GCF_000478885.1_ASM47888v1,Adlercreutzia equolifaciens DSM 19450,1384484,11
ASM74652v1,GCF_000746525.1,bacteria,GCF_000746525.1_ASM74652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/525/GCF_000746525.1_ASM74652v1,Pseudomonas alkylphenolica,237609,11
ASM9220v1,GCF_000092205.1,bacteria,GCF_000092205.1_ASM9220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/205/GCF_000092205.1_ASM9220v1,Desulfurivibrio alkaliphilus AHT 2,589865,11
ASM102728v1,GCF_001027285.1,bacteria,GCF_001027285.1_ASM102728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/285/GCF_001027285.1_ASM102728v1,Archangium gephyra,48,11
ASM73038v1,GCF_000730385.1,bacteria,GCF_000730385.1_ASM73038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/385/GCF_000730385.1_ASM73038v1,Alteromonas australica,589873,11
ASM118929v1,GCF_001189295.1,bacteria,GCF_001189295.1_ASM118929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/295/GCF_001189295.1_ASM118929v1,Chondromyces crocatus,52,11
ASM105047v1,GCF_001050475.1,bacteria,GCF_001050475.1_ASM105047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/475/GCF_001050475.1_ASM105047v1,Lactobacillus ginsenosidimutans,1007676,11
ASM60000v1,GCF_000600005.1,bacteria,GCF_000600005.1_ASM60000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/005/GCF_000600005.1_ASM60000v1,Snodgrassella alvi wkB2,1196094,11
ASM59998v1,GCF_000599985.1,bacteria,GCF_000599985.1_ASM59998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/985/GCF_000599985.1_ASM59998v1,Gilliamella apicola,1196095,11
ASM74731v1,GCF_000747315.1,bacteria,GCF_000747315.1_ASM74731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/315/GCF_000747315.1_ASM74731v1,Corynebacterium ureicelerivorans,401472,11
ASM22062v1,GCF_000220625.1,bacteria,GCF_000220625.1_ASM22062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/625/GCF_000220625.1_ASM22062v1,Capnocytophaga canimorsus Cc5,860228,11
LFA,GCF_000953135.1,bacteria,GCF_000953135.1_LFA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/135/GCF_000953135.1_LFA,Legionella fallonii LLAP-10,1212491,11
ASM130258v1,GCF_001302585.1,bacteria,GCF_001302585.1_ASM130258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/585/GCF_001302585.1_ASM130258v1,Kibdelosporangium phytohabitans,860235,11
ASM80364v1,GCF_000803645.1,bacteria,GCF_000803645.1_ASM80364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/645/GCF_000803645.1_ASM80364v1,Sphingopyxis fribergensis,1515612,11
ASM69796v2,GCF_000697965.2,bacteria,GCF_000697965.2_ASM69796v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/965/GCF_000697965.2_ASM69796v2,Ensifer adhaerens,106592,11
ASM1628v1,GCF_000016285.1,bacteria,GCF_000016285.1_ASM1628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/285/GCF_000016285.1_ASM1628v1,Agrobacterium vitis S4,311402,11
ASM1234v1,GCF_000012345.1,bacteria,GCF_000012345.1_ASM1234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/345/GCF_000012345.1_ASM1234v1,Candidatus Pelagibacter ubique HTCC1062,335992,11
ASM33173v1,GCF_000331735.1,bacteria,GCF_000331735.1_ASM33173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/735/GCF_000331735.1_ASM33173v1,Myxococcus stipitatus DSM 14675,1278073,11
ASM32870v1,GCF_000328705.1,bacteria,GCF_000328705.1_ASM32870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/705/GCF_000328705.1_ASM32870v1,Saccharothrix espanaensis DSM 44229,1179773,11
ASM51135v1,GCF_000511355.1,bacteria,GCF_000511355.1_ASM51135v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/355/GCF_000511355.1_ASM51135v1,Leisingera methylohalidivorans DSM 14336,999552,11
ASM21904v1,GCF_000219045.1,bacteria,GCF_000219045.1_ASM21904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/045/GCF_000219045.1_ASM21904v1,Francisella sp. TX077308,573569,11
ASM118784v1,GCF_001187845.1,bacteria,GCF_001187845.1_ASM118784v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/845/GCF_001187845.1_ASM118784v1,Octadecabacter temperatus,1458307,11
ASM1936v1,GCF_000019365.1,bacteria,GCF_000019365.1_ASM1936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/365/GCF_000019365.1_ASM1936v1,Methylobacterium sp. 4-46,426117,11
ASM78510v2,GCF_000785105.2,bacteria,GCF_000785105.2_ASM78510v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/105/GCF_000785105.2_ASM78510v2,Lactobacillus curieae,1138822,11
ASM102095v1,GCF_001020955.1,bacteria,GCF_001020955.1_ASM102095v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/955/GCF_001020955.1_ASM102095v1,Thioalkalivibrio versutus,106634,11
ASM52001v2,GCF_000520015.2,bacteria,GCF_000520015.2_ASM52001v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/015/GCF_000520015.2_ASM52001v2,Chania multitudinisentens RB-25,1441930,11
ASM21781v1,GCF_000217815.1,bacteria,GCF_000217815.1_ASM21781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/815/GCF_000217815.1_ASM21781v1,Pseudothermotoga thermarum DSM 5069,688269,11
ASM18626v1,GCF_000186265.1,bacteria,GCF_000186265.1_ASM18626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1,Cellulophaga algicola DSM 14237,688270,11
ASM190877v1,GCF_001908775.1,bacteria,GCF_001908775.1_ASM190877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/775/GCF_001908775.1_ASM190877v1,Xanthomonas gardneri,90270,11
ASM171341v1,GCF_001713415.1,bacteria,GCF_001713415.1_ASM171341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/713/415/GCF_001713415.1_ASM171341v1,Sphingobium sp. RAC03,1843368,11
ASM786v1,GCF_000007865.1,bacteria,GCF_000007865.1_ASM786v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/865/GCF_000007865.1_ASM786v1,Mycobacterium avium subsp. paratuberculosis K-10,262316,11
ASM82923v1,GCF_000829235.1,bacteria,GCF_000829235.1_ASM82923v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/235/GCF_000829235.1_ASM82923v1,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko,1228987,11
ASM131501v1,GCF_001315015.1,bacteria,GCF_001315015.1_ASM131501v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/015/GCF_001315015.1_ASM131501v1,Azospirillum brasilense,192,11
ASM148384v1,GCF_001483845.1,bacteria,GCF_001483845.1_ASM148384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/845/GCF_001483845.1_ASM148384v1,Campylobacter coli,195,11
ASM9250v1,GCF_000092505.1,bacteria,GCF_000092505.1_ASM9250v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/505/GCF_000092505.1_ASM9250v1,Leuconostoc kimchii IMSNU 11154,762051,11
ASM129846v1,GCF_001298465.1,bacteria,GCF_001298465.1_ASM129846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/465/GCF_001298465.1_ASM129846v1,Campylobacter concisus,199,11
ASM82712v1,GCF_000827125.1,bacteria,GCF_000827125.1_ASM82712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/125/GCF_000827125.1_ASM82712v1,Geoalkalibacter subterraneus,483547,11
ASM21443v1,GCF_000214435.1,bacteria,GCF_000214435.1_ASM21443v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/435/GCF_000214435.1_ASM21443v1,Desulfotomaculum nigrificans CO-1-SRB,868595,11
ASM97362v1,GCF_000973625.1,bacteria,GCF_000973625.1_ASM97362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/625/GCF_000973625.1_ASM97362v1,Polynucleobacter duraquae,1835254,11
ASM30421v1,GCF_000304215.1,bacteria,GCF_000304215.1_ASM30421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/215/GCF_000304215.1_ASM30421v1,Bifidobacterium asteroides PRL2011,1147128,11
ASM82889v1,GCF_000828895.1,bacteria,GCF_000828895.1_ASM82889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/895/GCF_000828895.1_ASM82889v1,Comamonadaceae bacterium A1,1458425,11
ASM82891v1,GCF_000828915.1,bacteria,GCF_000828915.1_ASM82891v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/915/GCF_000828915.1_ASM82891v1,Comamonadaceae bacterium B1,1458426,11
ASM9130v1,GCF_000091305.1,bacteria,GCF_000091305.1_ASM9130v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/305/GCF_000091305.1_ASM9130v1,Streptomyces scabiei 87.22,680198,11
ASM80029v1,GCF_000800295.1,bacteria,GCF_000800295.1_ASM80029v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/295/GCF_000800295.1_ASM80029v1,Parvimonas micra,33033,11
ASM24293v3,GCF_000242935.2,bacteria,GCF_000242935.2_ASM24293v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/935/GCF_000242935.2_ASM24293v3,Opitutaceae bacterium TAV5,794903,11
ASM131432v1,GCF_001314325.1,bacteria,GCF_001314325.1_ASM131432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/325/GCF_001314325.1_ASM131432v1,Sphingopyxis macrogoltabida,33050,11
ASM34480v1,GCF_000344805.1,bacteria,GCF_000344805.1_ASM34480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1,Bradyrhizobium oligotrophicum S58,1245469,11
ASM41269v1,GCF_000412695.1,bacteria,GCF_000412695.1_ASM41269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/695/GCF_000412695.1_ASM41269v1,Pseudomonas resinovorans NBRC 106553,1245471,11
ASM27024v1,GCF_000270245.1,bacteria,GCF_000270245.1_ASM27024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/245/GCF_000270245.1_ASM27024v1,Microlunatus phosphovorus NM-1,1032480,11
ASM1726v1,GCF_000017265.1,bacteria,GCF_000017265.1_ASM1726v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/265/GCF_000017265.1_ASM1726v1,Phenylobacterium zucineum HLK1,450851,11
ASM170848v1,GCF_001708485.1,bacteria,GCF_001708485.1_ASM170848v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/485/GCF_001708485.1_ASM170848v1,Pseudomonas fluorescens,294,11
ASM154326v1,GCF_001543265.1,bacteria,GCF_001543265.1_ASM154326v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/265/GCF_001543265.1_ASM154326v1,Pseudomonas fragi,296,11
ASM24809v3,GCF_000248095.2,bacteria,GCF_000248095.2_ASM24809v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/095/GCF_000248095.2_ASM24809v3,Lactobacillus mucosae LM1,1130798,11
ASM25244v1,GCF_000252445.1,bacteria,GCF_000252445.1_ASM25244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/445/GCF_000252445.1_ASM25244v1,Deinococcus gobiensis I-0,745776,11
ASM1098v1,GCF_000010985.1,bacteria,GCF_000010985.1_ASM1098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/985/GCF_000010985.1_ASM1098v1,Deferribacter desulfuricans SSM1,639282,11
ASM9292v1,GCF_000092925.1,bacteria,GCF_000092925.1_ASM9292v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1,Starkeya novella DSM 506,639283,11
ASM19627v1,GCF_000196275.1,bacteria,GCF_000196275.1_ASM19627v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/275/GCF_000196275.1_ASM19627v1,Deinococcus geothermalis DSM 11300,319795,11
ASM21960v1,GCF_000219605.1,bacteria,GCF_000219605.1_ASM21960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/605/GCF_000219605.1_ASM21960v1,Pseudomonas stutzeri,316,11
ASM44542v4,GCF_000445425.4,bacteria,GCF_000445425.4_ASM44542v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/425/GCF_000445425.4_ASM44542v4,Borrelia miyamotoi LB-2001,1302858,11
ASM2156v1,GCF_000021565.1,bacteria,GCF_000021565.1_ASM2156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/565/GCF_000021565.1_ASM2156v1,Persephonella marina EX-H1,123214,11
ASM38592v1,GCF_000385925.1,bacteria,GCF_000385925.1_ASM38592v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/925/GCF_000385925.1_ASM38592v1,Streptococcus cristatus AS 1.3089,1302863,11
ASM142091v1,GCF_001420915.1,bacteria,GCF_001420915.1_ASM142091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/915/GCF_001420915.1_ASM142091v1,Agarivorans gilvus,680279,11
ASM29705v2,GCF_000297055.2,bacteria,GCF_000297055.2_ASM29705v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/055/GCF_000297055.2_ASM29705v2,Sulfuricella denitrificans skB26,1163617,11
ASM1972v1,GCF_000019725.1,bacteria,GCF_000019725.1_ASM1972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1,Methylobacterium radiotolerans JCM 2831,426355,11
BF49.v1,GCF_900011245.1,bacteria,GCF_900011245.1_BF49.v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/011/245/GCF_900011245.1_BF49.v1,Bradyrhizobium sp.,376,11
ASM936v1,GCF_000009365.1,bacteria,GCF_000009365.1_ASM936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/365/GCF_000009365.1_ASM936v1,Alcanivorax borkumensis SK2,393595,11
ASM1682v1,GCF_000016825.1,bacteria,GCF_000016825.1_ASM1682v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/825/GCF_000016825.1_ASM1682v1,Lactobacillus reuteri DSM 20016,557436,11
ASM63298v1,GCF_000632985.1,bacteria,GCF_000632985.1_ASM63298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/985/GCF_000632985.1_ASM63298v1,Neorickettsia helminthoeca str. Oregon,1286528,11
ASM1990v1,GCF_000019905.1,bacteria,GCF_000019905.1_ASM1990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/905/GCF_000019905.1_ASM1990v1,Exiguobacterium sibiricum 255-15,262543,11
ASM15735v2,GCF_000157355.2,bacteria,GCF_000157355.2_ASM15735v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/355/GCF_000157355.2_ASM15735v2,Enterococcus casseliflavus EC20,565655,11
ASM21421v1,GCF_000214215.1,bacteria,GCF_000214215.1_ASM21421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/215/GCF_000214215.1_ASM21421v1,Marinomonas posidonica IVIA-Po-181,491952,11
ASM1286v1,GCF_000012865.1,bacteria,GCF_000012865.1_ASM1286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/865/GCF_000012865.1_ASM1286v1,Carboxydothermus hydrogenoformans Z-2901,246194,11
ASM1534v1,GCF_000015345.1,bacteria,GCF_000015345.1_ASM1534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/345/GCF_000015345.1_ASM1534v1,Dichelobacter nodosus VCS1703A,246195,11
ASM1268v1,GCF_000012685.1,bacteria,GCF_000012685.1_ASM1268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/685/GCF_000012685.1_ASM1268v1,Myxococcus xanthus DK 1622,246197,11
ASM26102v1,GCF_000261025.1,bacteria,GCF_000261025.1_ASM26102v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/025/GCF_000261025.1_ASM26102v1,Prevotella intermedia 17,246198,11
ASM1196v2,GCF_000011965.2,bacteria,GCF_000011965.2_ASM1196v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/965/GCF_000011965.2_ASM1196v2,Ruegeria pomeroyi DSS-3,246200,11
LHA,GCF_000953655.1,bacteria,GCF_000953655.1_LHA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/655/GCF_000953655.1_LHA,Legionella hackeliae,449,11
LMI,GCF_000953635.1,bacteria,GCF_000953635.1_LMI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/635/GCF_000953635.1_LMI,Tatlockia micdadei,451,11
ASM2346v1,GCF_000023465.1,bacteria,GCF_000023465.1_ASM2346v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/465/GCF_000023465.1_ASM2346v1,Zunongwangia profunda SM-A87,655815,11
ASM48590v1,GCF_000485905.1,bacteria,GCF_000485905.1_ASM48590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/905/GCF_000485905.1_ASM48590v1,Spiribacter curvatus,1335757,11
