# assembly_accession,asm_name,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
GCF_000224475.1,ASM22447v1,archaea,GCF_000224475.1_ASM22447v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/475/GCF_000224475.1_ASM22447v1,halophilic archaeon DL31,756883,11
GCF_000186365.1,ASM18636v1,archaea,GCF_000186365.1_ASM18636v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/365/GCF_000186365.1_ASM18636v1,Desulfurococcus mucosus DSM 2162,765177,11
GCF_000789255.1,ASM78925v1,archaea,GCF_000789255.1_ASM78925v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/255/GCF_000789255.1_ASM78925v1,Geoglobus acetivorans,565033,11
GCF_000739065.1,ASM73906v1,archaea,GCF_000739065.1_ASM73906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/065/GCF_000739065.1_ASM73906v1,Methanocaldococcus bathoardescens,1301915,11
GCF_000011205.1,ASM1120v1,archaea,GCF_000011205.1_ASM1120v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/205/GCF_000011205.1_ASM1120v1,Sulfolobus tokodaii str. 7,273063,11
GCF_000591055.1,ASM59105v1,archaea,GCF_000591055.1_ASM59105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1,Natronomonas moolapensis 8.8.11,268739,11
GCF_000025665.1,ASM2566v1,archaea,GCF_000025665.1_ASM2566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/665/GCF_000025665.1_ASM2566v1,Aciduliprofundum boonei T469,439481,11
GCF_000147875.1,ASM14787v1,archaea,GCF_000147875.1_ASM14787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1,Methanolacinia petrolearia DSM 11571,679926,11
GCF_000220645.1,ASM22064v1,archaea,GCF_000220645.1_ASM22064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/645/GCF_000220645.1_ASM22064v1,Methanococcus maripaludis X1,1053692,11
GCF_000517625.1,ASM51762v1,archaea,GCF_000517625.1_ASM51762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/625/GCF_000517625.1_ASM51762v1,Halostagnicola larsenii XH-48,797299,11
GCF_002214585.1,ASM221458v1,archaea,GCF_002214585.1_ASM221458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/585/GCF_002214585.1_ASM221458v1,Thermococcus profundus,49899,11
GCF_000970285.1,ASM97028v1,archaea,GCF_000970285.1_ASM97028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/285/GCF_000970285.1_ASM97028v1,Methanosarcina horonobensis HB-1 = JCM 15518,1434110,11
GCF_000012545.1,ASM1254v1,archaea,GCF_000012545.1_ASM1254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/545/GCF_000012545.1_ASM1254v1,Methanosphaera stadtmanae DSM 3091,339860,11
GCF_000016605.1,ASM1660v1,archaea,GCF_000016605.1_ASM1660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/605/GCF_000016605.1_ASM1660v1,Metallosphaera sedula DSM 5348,399549,11
GCF_000012285.1,ASM1228v1,archaea,GCF_000012285.1_ASM1228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/285/GCF_000012285.1_ASM1228v1,Sulfolobus acidocaldarius DSM 639,330779,11
GCF_000328685.1,ASM32868v1,archaea,GCF_000328685.1_ASM32868v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/685/GCF_000328685.1_ASM32868v1,Natronococcus occultus SP4,694430,11
GCF_000144915.1,ASM14491v1,archaea,GCF_000144915.1_ASM14491v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/915/GCF_000144915.1_ASM14491v1,Acidilobus saccharovorans 345-15,666510,11
GCF_000091665.1,ASM9166v1,archaea,GCF_000091665.1_ASM9166v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/665/GCF_000091665.1_ASM9166v1,Methanocaldococcus jannaschii DSM 2661,243232,11
GCF_001971705.1,ASM197170v1,archaea,GCF_001971705.1_ASM197170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/705/GCF_001971705.1_ASM197170v1,Haloterrigena daqingensis,588898,11
GCF_000015145.1,ASM1514v1,archaea,GCF_000015145.1_ASM1514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/145/GCF_000015145.1_ASM1514v1,Hyperthermus butylicus DSM 5456,415426,11
GCF_000022385.1,ASM2238v1,archaea,GCF_000022385.1_ASM2238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/385/GCF_000022385.1_ASM2238v1,Sulfolobus islandicus L.S.2.15,429572,11
GCF_000018365.1,ASM1836v1,archaea,GCF_000018365.1_ASM1836v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/365/GCF_000018365.1_ASM1836v1,Thermococcus onnurineus NA1,523850,11
GCF_000585495.1,ASM58549v1,archaea,GCF_000585495.1_ASM58549v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/495/GCF_000585495.1_ASM58549v1,Thermococcus nautili,195522,11
GCF_000196355.1,ASM19635v1,bacteria,GCF_000196355.1_ASM19635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/355/GCF_000196355.1_ASM19635v1,Nitrosospira multiformis ATCC 25196,323848,11
GCF_000242635.2,ASM24263v3,bacteria,GCF_000242635.2_ASM24263v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3,Solitalea canadensis DSM 3403,929556,11
GCF_000265425.1,ASM26542v1,bacteria,GCF_000265425.1_ASM26542v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/425/GCF_000265425.1_ASM26542v1,Terriglobus roseus DSM 18391,926566,11
GCF_000982715.1,ASM98271v1,bacteria,GCF_000982715.1_ASM98271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/715/GCF_000982715.1_ASM98271v1,Rhodococcus aetherivorans,191292,11
GCF_000252445.1,ASM25244v1,bacteria,GCF_000252445.1_ASM25244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/445/GCF_000252445.1_ASM25244v1,Deinococcus gobiensis I-0,745776,11
GCF_000831485.1,ASM83148v1,bacteria,GCF_000831485.1_ASM83148v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/485/GCF_000831485.1_ASM83148v1,Streptococcus iniae,1346,11
GCF_000222305.1,ASM22230v1,bacteria,GCF_000222305.1_ASM22230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/305/GCF_000222305.1_ASM22230v1,Borreliella bissettii DN127,521010,11
GCF_000092425.1,ASM9242v1,bacteria,GCF_000092425.1_ASM9242v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/425/GCF_000092425.1_ASM9242v1,Truepera radiovictrix DSM 17093,649638,11
GCF_000022725.1,ASM2272v1,bacteria,GCF_000022725.1_ASM2272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/725/GCF_000022725.1_ASM2272v1,Bartonella grahamii as4aup,634504,11
GCF_000063545.1,ASM6354v1,bacteria,GCF_000063545.1_ASM6354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/545/GCF_000063545.1_ASM6354v1,Orientia tsutsugamushi str. Boryong,357244,11
GCF_000325705.1,ASM32570v1,bacteria,GCF_000325705.1_ASM32570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/705/GCF_000325705.1_ASM32570v1,Echinicola vietnamensis DSM 17526,926556,11
GCF_000253275.1,ASM25327v1,bacteria,GCF_000253275.1_ASM25327v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/275/GCF_000253275.1_ASM25327v1,Flavobacterium branchiophilum FL-15,1034807,11
GCF_000307105.1,ASM30710v1,bacteria,GCF_000307105.1_ASM30710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/105/GCF_000307105.1_ASM30710v1,Desulfobacula toluolica Tol2,651182,11
GCF_000328765.2,ASM32876v2,bacteria,GCF_000328765.2_ASM32876v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/765/GCF_000328765.2_ASM32876v2,Tepidanaerobacter acetatoxydans Re1,1209989,11
GCF_000317105.1,ASM31710v1,bacteria,GCF_000317105.1_ASM31710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/105/GCF_000317105.1_ASM31710v1,Oscillatoria acuminata PCC 6304,56110,11
GCF_002024265.1,ASM202426v1,bacteria,GCF_002024265.1_ASM202426v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/265/GCF_002024265.1_ASM202426v1,Bacillus flexus,86664,11
GCF_002211765.1,ASM221176v1,bacteria,GCF_002211765.1_ASM221176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/765/GCF_002211765.1_ASM221176v1,Idiomarina piscisalsi,1096243,11
GCF_001021065.1,ASM102106v1,bacteria,GCF_001021065.1_ASM102106v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/065/GCF_001021065.1_ASM102106v1,Corynebacterium uterequi,1072256,11
GCF_000632985.1,ASM63298v1,bacteria,GCF_000632985.1_ASM63298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/985/GCF_000632985.1_ASM63298v1,Neorickettsia helminthoeca str. Oregon,1286528,11
GCF_000187005.1,ASM18700v1,bacteria,GCF_000187005.1_ASM18700v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/005/GCF_000187005.1_ASM18700v1,Thermus scotoductus SA-01,743525,11
GCF_002127965.1,ASM212796v1,bacteria,GCF_002127965.1_ASM212796v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/965/GCF_002127965.1_ASM212796v1,Oxalobacter formigenes,847,11
GCF_002006565.1,ASM200656v1,bacteria,GCF_002006565.1_ASM200656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/565/GCF_002006565.1_ASM200656v1,Acetobacter persici,1076596,11
GCF_000196015.1,ASM19601v1,bacteria,GCF_000196015.1_ASM19601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/015/GCF_000196015.1_ASM19601v1,Cupriavidus metallidurans CH34,266264,11
GCF_000196495.1,ASM19649v1,bacteria,GCF_000196495.1_ASM19649v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/495/GCF_000196495.1_ASM19649v1,Aliivibrio salmonicida LFI1238,316275,11
GCF_000199675.1,ASM19967v1,bacteria,GCF_000199675.1_ASM19967v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/199/675/GCF_000199675.1_ASM19967v1,Anaerolinea thermophila UNI-1,926569,11
GCF_000612055.1,ASM61205v1,bacteria,GCF_000612055.1_ASM61205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/055/GCF_000612055.1_ASM61205v1,Trueperella pyogenes,1661,11
GCF_001025175.1,ASM102517v1,bacteria,GCF_001025175.1_ASM102517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/175/GCF_001025175.1_ASM102517v1,Bifidobacterium breve DSM 20213 = JCM 1192,518634,11
GCF_000026005.1,ASM2600v1,bacteria,GCF_000026005.1_ASM2600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/005/GCF_000026005.1_ASM2600v1,Ehrlichia ruminantium str. Welgevonden,254945,11
GCF_000724625.1,ASM72462v1,bacteria,GCF_000724625.1_ASM72462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/625/GCF_000724625.1_ASM72462v1,Fimbriimonas ginsengisoli Gsoil 348,661478,11
GCF_000013005.1,ASM1300v1,bacteria,GCF_000013005.1_ASM1300v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/005/GCF_000013005.1_ASM1300v1,Erythrobacter litoralis HTCC2594,314225,11
GCF_000185885.1,ASM18588v1,bacteria,GCF_000185885.1_ASM18588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/885/GCF_000185885.1_ASM18588v1,Staphylococcus pseudintermedius HKU10-03,937773,11
GCF_002220735.1,ASM222073v1,bacteria,GCF_002220735.1_ASM222073v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1,Campylobacter sputorum bv. faecalis CCUG 20703,1031920,11
GCF_001886855.1,ASM188685v1,bacteria,GCF_001886855.1_ASM188685v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/855/GCF_001886855.1_ASM188685v1,Spiroplasma citri,2133,4
GCF_002007565.1,ASM200756v1,bacteria,GCF_002007565.1_ASM200756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/565/GCF_002007565.1_ASM200756v1,Bartonella apis,1686310,11
GCF_000306785.1,ASM30678v1,bacteria,GCF_000306785.1_ASM30678v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/785/GCF_000306785.1_ASM30678v1,Modestobacter marinus,477641,11
GCF_000014565.1,ASM1456v1,bacteria,GCF_000014565.1_ASM1456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/565/GCF_000014565.1_ASM1456v1,Rhodococcus jostii RHA1,101510,11
GCF_000816145.1,ASM81614v1,bacteria,GCF_000816145.1_ASM81614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/145/GCF_000816145.1_ASM81614v1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,1123384,11
GCF_000964565.1,ASM96456v1,bacteria,GCF_000964565.1_ASM96456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/565/GCF_000964565.1_ASM96456v1,Yersinia ruckeri,29486,11
GCF_000009765.2,ASM976v2,bacteria,GCF_000009765.2_ASM976v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/765/GCF_000009765.2_ASM976v2,Streptomyces avermitilis MA-4680 = NBRC 14893,227882,11
GCF_001641285.1,ASM164128v1,bacteria,GCF_001641285.1_ASM164128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/285/GCF_001641285.1_ASM164128v1,Dyella thiooxydans,445710,11
GCF_000014925.1,ASM1492v1,bacteria,GCF_000014925.1_ASM1492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/925/GCF_000014925.1_ASM1492v1,Paenarthrobacter aurescens TC1,290340,11
GCF_002224565.1,ASM222456v1,bacteria,GCF_002224565.1_ASM222456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/565/GCF_002224565.1_ASM222456v1,Lactobacillus sakei,1599,11
GCF_000316515.1,ASM31651v1,bacteria,GCF_000316515.1_ASM31651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/515/GCF_000316515.1_ASM31651v1,Cyanobium gracile PCC 6307,292564,11
GCF_000284075.1,ASM28407v1,bacteria,GCF_000284075.1_ASM28407v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/075/GCF_000284075.1_ASM28407v1,Rickettsia rhipicephali str. 3-7-female6-CWPP,1105113,11
GCF_001634285.1,ASM163428v1,bacteria,GCF_001634285.1_ASM163428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/285/GCF_001634285.1_ASM163428v1,Anoxybacillus amylolyticus,294699,11
GCF_000286435.2,ASM28643v2,bacteria,GCF_000286435.2_ASM28643v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/435/GCF_000286435.2_ASM28643v2,Morganella morganii subsp. morganii KT,1124991,11
GCF_000144675.1,ASM14467v1,bacteria,GCF_000144675.1_ASM14467v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/675/GCF_000144675.1_ASM14467v1,Corynebacterium pseudotuberculosis C231,681645,11
GCF_000092645.1,ASM9264v1,bacteria,GCF_000092645.1_ASM9264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/645/GCF_000092645.1_ASM9264v1,Thermobispora bispora DSM 43833,469371,11
GCF_000183385.1,ASM18338v1,bacteria,GCF_000183385.1_ASM18338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/385/GCF_000183385.1_ASM18338v1,Mycoplasma bovis PG45,289397,4
GCF_000973085.1,ASM97308v1,bacteria,GCF_000973085.1_ASM97308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/085/GCF_000973085.1_ASM97308v1,Sneathia amnii,187101,11
GCF_000243115.2,ASM24311v3,bacteria,GCF_000243115.2_ASM24311v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/115/GCF_000243115.2_ASM24311v3,Niabella soli DSM 19437,929713,11
GCF_000026605.1,ASM2660v1,bacteria,GCF_000026605.1_ASM2660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/605/GCF_000026605.1_ASM2660v1,Streptococcus equi subsp. zooepidemicus,40041,11
GCF_001999945.1,ASM199994v1,bacteria,GCF_001999945.1_ASM199994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/945/GCF_001999945.1_ASM199994v1,Microbulbifer agarilyticus,260552,11
GCF_000755145.1,ASM75514v1,bacteria,GCF_000755145.1_ASM75514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/145/GCF_000755145.1_ASM75514v1,Treponema putidum,221027,11
GCF_001969365.1,ASM196936v1,bacteria,GCF_001969365.1_ASM196936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/365/GCF_001969365.1_ASM196936v1,Tateyamaria omphalii,299262,11
GCF_900070355.1,S2_rcS3_S1_rcS3,bacteria,GCF_900070355.1_S2_rcS3_S1_rcS3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/070/355/GCF_900070355.1_S2_rcS3_S1_rcS3,Devriesea agamarum,472569,11
GCF_001294625.1,ASM129462v1,bacteria,GCF_001294625.1_ASM129462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/625/GCF_001294625.1_ASM129462v1,Arthrobacter alpinus,656366,11
GCF_001644565.1,ASM164456v1,bacteria,GCF_001644565.1_ASM164456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/565/GCF_001644565.1_ASM164456v1,Deinococcus puniceus,1182568,11
GCF_000195775.1,ASM19577v1,bacteria,GCF_000195775.1_ASM19577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/775/GCF_000195775.1_ASM19577v1,Rhodopseudomonas palustris CGA009,258594,11
GCF_000024365.1,ASM2436v1,bacteria,GCF_000024365.1_ASM2436v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/365/GCF_000024365.1_ASM2436v1,Nakamurella multipartita DSM 44233,479431,11
GCF_000014145.1,ASM1414v1,bacteria,GCF_000014145.1_ASM1414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/145/GCF_000014145.1_ASM1414v1,Cytophaga hutchinsonii ATCC 33406,269798,11
GCF_000166295.1,ASM16629v1,bacteria,GCF_000166295.1_ASM16629v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/295/GCF_000166295.1_ASM16629v1,Marinobacter adhaerens HP15,225937,11
GCF_000018685.1,ASM1868v1,bacteria,GCF_000018685.1_ASM1868v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/685/GCF_000018685.1_ASM1868v1,Lachnoclostridium phytofermentans ISDg,357809,11
GCF_000009945.1,ASM994v1,bacteria,GCF_000009945.1_ASM994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/945/GCF_000009945.1_ASM994v1,Chlamydia felis Fe/C-56,264202,11
GCF_000746645.1,ASM74664v1,bacteria,GCF_000746645.1_ASM74664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/645/GCF_000746645.1_ASM74664v1,Acinetobacter baumannii,470,11
GCF_000024885.1,ASM2488v1,bacteria,GCF_000024885.1_ASM2488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/885/GCF_000024885.1_ASM2488v1,Sulfurospirillum deleyianum DSM 6946,525898,11
GCF_000422085.1,ASM42208v1,bacteria,GCF_000422085.1_ASM42208v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/085/GCF_000422085.1_ASM42208v1,Serratia liquefaciens ATCC 27592,1346614,11
GCF_000016085.1,ASM1608v1,bacteria,GCF_000016085.1_ASM1608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/085/GCF_000016085.1_ASM1608v1,Chlorobium phaeovibrioides DSM 265,290318,11
GCF_001273795.1,ASM127379v1,bacteria,GCF_001273795.1_ASM127379v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/273/795/GCF_001273795.1_ASM127379v1,Rickettsia amblyommatis,33989,11
GCF_000020465.1,ASM2046v1,bacteria,GCF_000020465.1_ASM2046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/465/GCF_000020465.1_ASM2046v1,Chlorobium limicola DSM 245,290315,11
GCF_001753205.1,ASM175320v1,bacteria,GCF_001753205.1_ASM175320v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/205/GCF_001753205.1_ASM175320v1,Lysinibacillus sphaericus,1421,11
GCF_000016065.1,ASM1606v1,bacteria,GCF_000016065.1_ASM1606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1,Shewanella loihica PV-4,323850,11
GCF_001705565.1,ASM170556v1,bacteria,GCF_001705565.1_ASM170556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/565/GCF_001705565.1_ASM170556v1,Xanthomonas fragariae,48664,11
GCF_001187595.1,ASM118759v1,bacteria,GCF_001187595.1_ASM118759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/595/GCF_001187595.1_ASM118759v1,Anoxybacillus gonensis,198467,11
GCF_001975705.1,ASM197570v1,bacteria,GCF_001975705.1_ASM197570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1,Pelagibaca abyssi,1250539,11
GCF_001606005.1,ASM160600v1,bacteria,GCF_001606005.1_ASM160600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/005/GCF_001606005.1_ASM160600v1,Brevibacterium linens,1703,11
GCF_000242255.2,ASM24225v3,bacteria,GCF_000242255.2_ASM24225v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/255/GCF_000242255.2_ASM24225v3,Frateuria aurantia DSM 6220,767434,11
GCF_000012985.1,ASM1298v1,bacteria,GCF_000012985.1_ASM1298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1,Hahella chejuensis KCTC 2396,349521,11
GCF_000016505.1,ASM1650v1,bacteria,GCF_000016505.1_ASM1650v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/505/GCF_000016505.1_ASM1650v1,Clostridium kluyveri DSM 555,431943,11
GCF_000021865.1,ASM2186v1,bacteria,GCF_000021865.1_ASM2186v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/865/GCF_000021865.1_ASM2186v1,Rhodobacter capsulatus SB 1003,272942,11
GCF_000953215.1,DG5,bacteria,GCF_000953215.1_DG5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/215/GCF_000953215.1_DG5,[Clostridium] cellulosi,29343,11
GCF_000175215.2,ASM17521v2,bacteria,GCF_000175215.2_ASM17521v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2,Asticcacaulis excentricus CB 48,573065,11
GCF_000317615.1,ASM31761v1,bacteria,GCF_000317615.1_ASM31761v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/615/GCF_000317615.1_ASM31761v1,Dactylococcopsis salina PCC 8305,13035,11
GCF_000194605.1,ASM19460v1,bacteria,GCF_000194605.1_ASM19460v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/605/GCF_000194605.1_ASM19460v1,Fluviicola taffensis DSM 16823,755732,11
GCF_000503895.1,ASM50389v1,bacteria,GCF_000503895.1_ASM50389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/895/GCF_000503895.1_ASM50389v1,Hyphomicrobium nitrativorans NL23,1029756,11
GCF_001562115.1,ASM156211v1,bacteria,GCF_001562115.1_ASM156211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/115/GCF_001562115.1_ASM156211v1,Alteromonas stellipolaris,233316,11
GCF_001715535.1,ASM171553v1,bacteria,GCF_001715535.1_ASM171553v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/715/535/GCF_001715535.1_ASM171553v1,Spiroplasma helicoides,216938,4
GCF_001278055.1,ASM127805v1,bacteria,GCF_001278055.1_ASM127805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/055/GCF_001278055.1_ASM127805v1,Desulfuromonas soudanensis,1603606,11
GCF_000157355.2,ASM15735v2,bacteria,GCF_000157355.2_ASM15735v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/355/GCF_000157355.2_ASM15735v2,Enterococcus casseliflavus EC20,565655,11
GCF_000196615.1,ASM19661v1,bacteria,GCF_000196615.1_ASM19661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/615/GCF_000196615.1_ASM19661v1,Erwinia billingiae Eb661,634500,11
GCF_000484535.1,ASM48453v1,bacteria,GCF_000484535.1_ASM48453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/535/GCF_000484535.1_ASM48453v1,Gloeobacter kilaueensis JS1,1183438,11
GCF_001028705.1,ASM102870v1,bacteria,GCF_001028705.1_ASM102870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/705/GCF_001028705.1_ASM102870v1,Croceicoccus naphthovorans,1348774,11
GCF_001753245.1,ASM175324v1,bacteria,GCF_001753245.1_ASM175324v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1,Acidihalobacter prosperus,160660,11
GCF_001029265.1,ASM102926v1,bacteria,GCF_001029265.1_ASM102926v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/265/GCF_001029265.1_ASM102926v1,Spiroplasma eriocheiris,315358,4
